V1	V2
58	-0.0558719493460072	-0.0565183557872675
59	-0.0557366004906195	-0.0627534799755773
60	-0.0560336621986697	-0.0535775361883942
61	-0.0560986684674409	-0.0464253065611909
62	-0.0558736986388102	-0.0640956297166771
63	-0.0559535591583157	-0.0589955624770588
64	-0.0559327824026201	-0.0596812468024433
65	-0.055908038996444	-0.0613668721631923
66	-0.0558871515881909	-0.0543086202406821
67	-0.0558228381003006	-0.062670423965667
68	-0.0560370911236476	-0.055694064161522
69	-0.056011714575139	-0.0519852430827399
70	-0.0559360690848464	-0.0581576362995774
71	-0.0558269597206441	-0.054753440388272
72	-0.0558783330043913	-0.0620713802885318
73	-0.0557553498617339	-0.0680060091289299
74	-0.0557236112330579	-0.0673223906676087
75	-0.0557654948560277	-0.0671781050410635
76	-0.0563495814100138	-0.0297910477738187
77	-0.0563024585993802	-0.0332540707374549
78	-0.0559583548107179	-0.0578156938743667
79	-0.0558321205184591	-0.0560692310967552
80	-0.0558480089836735	-0.0593401487723839
81	-0.0561083653834624	-0.0499962536081704
82	-0.0559465614833894	-0.0547360947196374
83	-0.055857136118122	-0.0532037199835076
84	-0.0561273588002668	-0.0476767186949660
85	-0.0559638114273764	-0.0553406596297069
86	-0.0561115270529863	-0.0497622522393725
87	-0.0558589420005825	-0.0480510360735181
88	-0.0562345165465878	-0.0302563262774667
89	-0.0562034180699992	-0.0106794636394498
90	-0.0564127583943425	0.00158335641002353
91	-0.0564768949345676	0.0012954755507001
92	-0.0564722547076849	0.021029529709179
93	-0.0564352777107795	-0.0224847933461667
94	-0.0563975891978608	-0.0245645051396557
95	-0.0559007561508536	0.0585448630231776
96	-0.0559864348270732	0.0538666724158565
97	-0.0561124813701443	0.0381384734055514
98	-0.0562028604024547	-0.0152542863158963
99	-0.0563510945271388	0.0178542797143641
100	-0.0561896790761885	0.00497578511022623
101	-0.0562219128995296	0.0246766712076513
102	-0.0561961827229007	-0.00190865356682664
103	-0.0560856773928017	-0.0473175709014452
104	-0.0562732084705899	-0.0165408000070614
105	-0.0561195619057865	-0.0469884190239661
106	-0.0560415606641326	-0.0507989368657178
107	-0.0558191358633686	-0.0568963449840445
108	-0.0561179390110565	-0.0390318327540921
109	-0.0560653992302135	-0.0345654914339479
110	-0.0562906247737134	-0.0246687612057041
111	-0.0563174300124458	0.000343437242071422
112	-0.0564117747786149	0.0183500661224288
113	-0.0563464737939446	0.00526909234706414
114	-0.0563607071444414	-0.00337706846651422
115	-0.0560808092908473	-0.0427588429594173
116	-0.0560253117093538	-0.0549305882258697
117	-0.0560342119083344	-0.0539351071904473
118	-0.0559818487395862	-0.0507089001286364
119	-0.0559352897553788	-0.0489701511872174
120	-0.0558514054164537	-0.0592002510733789
121	-0.0557424382224262	-0.045047677978326
122	-0.0563541988242326	-0.00846151569284322
123	-0.0562369569263598	-0.0392580400544275
124	-0.0558786237148362	-0.0580650133102847
125	-0.0559294867582399	-0.0547181212605458
126	-0.0561316983331233	-0.0351154895254718
127	-0.0559737206306053	-0.0376779871508806
128	-0.0561961119608206	-0.0403797118140046
129	-0.0564355914605089	-0.0222055903139238
130	-0.0563101357032014	-0.0339367147609082
131	-0.0563266083590714	-0.0237079632295087
132	-0.0562003285816217	0.0372250383191309
133	-0.054877354606154	0.100043804770346
134	-0.0549151307028186	0.0931424406148795
135	-0.0548049045178713	0.0995028399610966
136	-0.0557062578933229	0.0653792089945402
137	-0.0553940625560411	0.0779786273749348
138	-0.0562259680407036	0.00702040837815867
139	-0.0560343872933696	0.0122667473810782
140	-0.0559202683392031	0.0445548230697807
141	-0.0559057561924104	0.0539766235868589
142	-0.0557828290726895	0.0625749956310666
143	-0.0560738988317993	0.050435389094651
144	-0.0560225622370068	0.0533693468983826
145	-0.0560805648936806	0.0515619517103537
146	-0.0556509124461769	0.0716824573992289
147	-0.055807135226379	-0.0290659258141771
148	-0.0559204283169829	-0.0496326934053396
149	-0.05629995785766	-0.0278225200986682
150	-0.0562320269360924	-0.00818237741374975
151	-0.0560404537609661	-0.0425697107682263
152	-0.0559323965352287	-0.0331697142540559
153	-0.0561178403134389	-0.0170067095432072
154	-0.056113725574532	0.0359749373377546
155	-0.055849987516507	0.0472466197185267
156	-0.0561570624770344	0.0330893361164531
157	-0.0555744362531005	0.075437366963232
158	-0.0557685681369082	0.066542026001206
159	-0.055071126943163	0.0887574277981313
160	-0.0554909071116233	0.0776431277876472
161	-0.0559918637183143	-0.0405744354675775
162	-0.0562387982346998	-0.0354544311482597
163	-0.0563659472748446	-0.0107457487888463
164	-0.0565323373184649	-0.00486077856496486
165	-0.0564090169386823	-0.0196291102024283
166	-0.056319014367	-0.0247965025133055
167	-0.0563462700328981	-0.0270047228933939
168	-0.0563827352931264	0.0176797589874018
169	-0.0563641879358196	-0.0299332747720718
170	-0.0563763410672713	-0.0262109463018407
171	-0.0565134222481537	-0.0102027037383904
172	-0.0564702931507842	-0.0122864906765169
173	-0.0559415085163322	-0.0584730291983313
174	-0.056477194504735	-0.0141836005152953
175	-0.0563378152851525	6.87931903234585e-05
176	-0.0564209656969929	-0.00761926537409099
177	-0.0562829789244206	-0.0307281052116647
178	-0.0558206814603236	-0.0504528825997128
179	-0.0558879946289308	-0.055576949929709
180	-0.0560036003098239	-0.0472639663581768
181	-0.0561826007142798	-0.0184750257498655
182	-0.0563186943543537	0.0329711283489914
183	-0.0564688754104255	0.0167676288005823
184	-0.0564066888335513	0.0243131704972182
185	-0.0564985379019269	-0.00168793515103813
186	-0.0562649417803265	-0.0127116125956191
187	-0.0563246701267331	-0.0160963570429741
188	-0.0564947256101487	-0.0109393184160926
189	-0.0562021645293291	-0.00600501297854297
190	-0.0565018685712158	0.0165893593010497
191	-0.055740799165905	0.069805637021119
192	-0.0551960903885555	0.0875348473934535
193	-0.0554487437058341	0.080886756042112
194	-0.0559383656488679	0.0595841776855922
195	-0.055532567418132	0.0618046883761888
196	-0.0558639951208967	0.0537084389856335
197	-0.0563667142309974	0.00299596767641576
198	-0.0564742052877663	0.00714896623771326
199	-0.055996461400685	-0.0437985209558993
200	-0.0562149221616827	0.0363902746675382
201	-0.0563702785636815	0.0310561686978725
202	-0.0562721281159739	0.0351580949876896
203	-0.055858981786071	0.0620612777271656
204	-0.0558236978462252	0.056020381931503
205	-0.0557940656399405	0.0534228187136736
206	-0.0560404075244821	0.0475600885486985
207	-0.0563885402526262	-0.0177664176401794
208	-0.056376760868867	0.00829287506809081
209	-0.0561509427413293	-0.0496807221600687
210	-0.0562233430021017	0.019541954638738
211	-0.0555758645044631	0.0769580759010246
212	-0.0553851919739576	0.078049723168999
213	-0.0554655760737241	0.0789854472306657
214	-0.0564563507267331	-0.0134601739205073
215	-0.0563760475354362	-0.0282952568448017
216	-0.0563236384580465	-0.0316308870459443
217	-0.0563014286683134	-0.032368939008024
218	-0.0562080388228119	-0.0386490205307159
219	-0.0561531929318738	-0.0415578573737669
220	-0.0560509431711236	-0.0428214249051598
221	-0.0564002439969649	-0.00456343737338454
222	-0.0564955259827256	-0.0068402433758908
223	-0.0563789550968691	0.00351662085004418
224	-0.0560427526848301	-0.0299066353574191
225	-0.0561876019460629	-0.0244522521380375
226	-0.0561319252857873	-0.0419368256028978
227	-0.0561610437273479	-0.0469535798334695
228	-0.0560506185720229	0.0497195132446137
229	-0.0556731167219344	0.0689748048744477
230	-0.0561143348035547	0.0392907185389396
231	-0.0553749869660388	0.0769614323269109
232	-0.0549619167490752	0.0970147262578878
233	-0.0546701825521111	0.105788412778422
234	-0.0548989915352368	0.0989161586674507
235	-0.054615047846631	0.106178084853092
236	-0.054479367512418	0.110127202127885
237	-0.0562875984285026	0.0262160100635375
238	-0.0564917675648175	0.00254619141374818
239	-0.0552410064505954	0.0881194180972777
240	-0.0546180765025414	0.105782668610582
241	-0.0547680388861195	0.0978275145305907
242	-0.0547622971985952	0.104346454908460
243	-0.0550073997236150	0.0947060626007244
244	-0.0549280396458531	0.0976310474004639
245	-0.0552450035625097	0.0866685535650187
246	-0.0556365093759523	0.0688015740353055
247	-0.0552392094935752	0.0842710017478722
248	-0.0562645181918644	0.0421249893491571
249	-0.0561857118740679	0.0449346603973278
250	-0.056483331025893	0.00704624574901714
251	-0.0547599223966895	0.0980451840597317
252	-0.055098920542844	0.092324958292257
253	-0.0553264053780922	0.0809344925459703
254	-0.0549183142961409	0.0901610510380476
255	-0.0547558964837391	0.103088822082360
256	-0.0562224706929745	0.0454436150125623
257	-0.0562752093676388	-0.0118333843858336
258	-0.0562797678781673	0.0282923210347232
259	-0.0564119759240467	-0.00501432533834394
260	-0.0557179345180044	0.0667483061219512
261	-0.0561864449738413	0.0270360991876183
262	-0.056275118655147	0.0394344355114311
263	-0.0552333457284692	0.0879182773476951
264	-0.055096253475264	0.089757427886708
265	-0.0554392451594717	0.0745668873157146
266	-0.0555298453330755	0.0748964569001307
267	-0.0555383401026239	-0.0544332226247886
268	-0.0556721830736259	-0.0580148772616693
269	-0.0553252311155172	0.0701767781390683
270	-0.0553061281134067	0.0850350282697235
271	-0.0548810930620746	0.0989139507973407
272	-0.0546345769161567	0.101070500907204
273	-0.0541267485966278	0.104665910392971
274	-0.0540678316831412	0.107412100501850
275	-0.0543345334348382	0.100135648029945
276	-0.0452902158628051	-0.00883027565981414
277	-0.0559636017240299	-0.0404781006835909
278	-0.0560786144919438	-0.0352901450271167
279	-0.0544643247306859	0.103800505641402
280	-0.0548132687804525	0.0966128470380407
281	-0.0544736689106505	0.108855607358260
282	-0.0545974088189349	0.108093835483239
283	-0.0547893593765769	0.102794383652794
284	-0.0551519789891977	0.088683608443462
285	-0.056325499933073	-0.0142721602675264
286	-0.0552737811451227	0.0828706525763572
287	-0.0548875397260651	0.0939097039151335
288	-0.054770929363438	0.102942412705890
289	-0.0551054174987128	0.0917449153471844
290	-0.0553293507526453	0.0837456705318848
291	-0.0554218501343137	0.0634245874334171
292	-0.0562742973705303	0.0274389856407929
293	-0.0552545272170163	0.0857753474610661
294	-0.0553901362727932	0.0814854639643653
295	-0.0557693325324296	0.0681756029918592
296	-0.0562902535182778	0.0349150091750108
297	-0.055757410879059	0.0558173587567098
298	-0.055695071029099	0.0687010166543677
299	-0.0563825605856117	-0.00103994821274875
300	-0.0561511568838058	0.00668361913606932
301	-0.0556482567690943	0.0511315407626674
302	-0.0559493677079795	0.0271763117722485
303	-0.0562920081677802	-0.00812744788313667
304	-0.0554572726324066	0.0335587108152203
305	-0.0554956540464065	0.0205115351082821
306	-0.0561287562519391	-0.0244709798646224
307	-0.0556050178082137	0.0321423479720727
308	-0.0553294806420346	0.0471323020948625
309	-0.0554672626608524	0.0503400649073015
310	-0.0558246488504375	-0.0202283075971562
311	-0.0555109212324193	-0.0329243640325058
312	-0.0559624199445873	-0.0209273771935813
313	-0.055023724209269	-0.0048568002214914
314	-0.0547603172426347	-0.00834319552436494
315	-0.0543757561322646	-0.0130746352196003
316	-0.0556996493363207	-0.017101230832443
317	-0.0550929630211056	-0.00839922682267708
318	-0.0557801270962177	-0.0494978052970871
319	-0.0544467045466153	0.0067754867307119
320	-0.0558564114035935	-0.0551271046625233
321	-0.0557390517591016	-0.0517940395673668
