V1	V2
1	-0.0557820853782925	-0.0404108050197011
2	-0.0534141537279827	-0.0267891043602603
3	-0.0538866237544373	-0.0527100129588834
4	-0.0436868500793453	-0.114311234158177
5	-0.047898098613997	-0.0766408926225938
6	-0.0477863631333073	-0.086847396522206
7	-0.0545834325797548	-0.0160728857418839
8	-0.0528572579048073	-0.0180107455382075
9	-0.0515231598464517	-0.0254089806770776
10	-0.0463631629173408	-0.111343361971624
11	-0.0524488674171732	-0.0601673097020602
12	-0.04794986615853	-0.0959279368515837
13	-0.0522259501123474	-0.047188951948317
14	-0.0494869434444439	-0.103359800413351
15	-0.0525187310072995	-0.0331004702715491
16	-0.0532755304464692	-0.0214443984145319
17	-0.047483944813973	-0.112582098601671
18	-0.0570855085332976	-0.0124083148083425
19	-0.0432933460461608	-0.149341525051506
20	-0.0459760037397778	-0.131528694717658
21	-0.0527030357580568	-0.0711488723732558
22	-0.0477351086334101	-0.100194739757285
23	-0.0497070348087426	-0.0938993403535504
24	-0.0419382757877953	-0.146294276478754
25	-0.0513658609774269	-0.0812615059661364
26	-0.0498153240031571	-0.103329482826101
27	-0.0439493451345978	-0.164532787288115
28	-0.0508720409625544	-0.0817373450589328
29	-0.0483025916374344	-0.104503735757647
30	-0.0511948351488959	-0.0884319408260659
31	-0.0514566157481223	-0.086624341992399
32	-0.0514916958241749	-0.0923373020513687
33	-0.0495608349566258	-0.0337158872418773
34	-0.0540253166633044	-0.0135570401333332
35	-0.0536754725449905	0.00869765237230658
36	-0.0546468851858851	-0.021868993579637
37	-0.0524615999128273	-0.0533094266864769
38	-0.056423135808406	0.0317010700602527
39	-0.0548703791815402	-0.024021720615201
40	-0.0515991110372827	-0.090934341001442
41	-0.0534131435278477	-0.0431775995582562
42	-0.053641480967891	-0.0604996590151871
43	-0.0579077073756269	-0.0024439703887226
44	-0.050786309219137	-0.0802656299776008
45	-0.0482580965303574	-0.123694246226548
46	-0.0481071191069311	-0.0526384556544818
47	-0.0486479731967758	-0.0953037103733992
48	-0.0512606698120328	-0.0789973792900115
49	-0.0514954723527022	-0.0320904373451575
50	-0.0463751626735779	-0.132135600880771
51	-0.0423572340689411	-0.154061478800879
52	-0.0462028046009115	-0.136291776405186
53	-0.0464573072480387	-0.125571867508288
54	-0.0464492964433051	-0.0877431289843286
55	-0.0414390086203674	-0.0889432036764846
56	-0.0518132630192019	-0.0421029720358446
57	-0.0493692234256017	-0.0414635036295655
58	-0.0484267243871321	-0.0457697494024035
59	-0.0449398065952253	-0.0642853171323344
60	-0.0513046368472251	-0.0111647965014796
61	-0.0530567328647181	0.00565345222693596
62	-0.047329142337309	-0.131763249946256
63	-0.0480473756255569	-0.0403457394111087
64	-0.050692294621328	-0.105507346113357
65	-0.049736172066601	-0.117358715089007
66	-0.051533579347898	-0.0830596334447851
67	-0.0489349397996265	-0.117913286120610
68	-0.0523384758872562	-0.053059162894131
69	-0.0509074221374908	-0.00774035828505145
70	-0.0484799648214508	-0.0487121268519771
71	-0.0484297607292284	-0.0305635753568099
72	-0.0468215985413015	-0.0936246088582808
73	-0.0423079429125479	-0.152623169077084
74	-0.043409470521137	-0.120974717659887
75	-0.0435793327134921	-0.136895123096198
76	-0.0576929884284142	0.0199031113146343
77	-0.0568447769622376	0.0295199219671407
78	-0.0507797737428759	-0.0762855032329331
79	-0.0501956994591507	-0.0796898704759782
80	-0.0499229433130199	-0.0946544348189547
81	-0.0542263739058669	-0.049274264613517
82	-0.0513735322111857	-0.0637012362554529
83	-0.0505786593885639	-0.0554268610679399
84	-0.0546850270645424	-0.0348603554971652
85	-0.0512582166269278	-0.0639847045550804
86	-0.0546285083142053	-0.0567203180389337
87	-0.052470584776893	-0.0772892085188929
88	-0.055331615210166	0.0415199688611477
89	-0.0575450877446168	-0.00193729843103473
90	-0.058787130470402	0.0359876559438824
91	-0.0596028822412309	0.0224561618340363
92	-0.0597618865556012	0.0494469492782438
93	-0.0587793445542366	0.0265052340713185
94	-0.0585834487785248	0.00465504059234643
95	-0.0599670908009921	0.0416218051684325
96	-0.059955789709053	0.0411781364258289
97	-0.0595672483702102	0.0321305462575101
98	-0.0568328758149729	0.00702194966575008
99	-0.0589167946460387	0.0430991887090541
100	-0.0581634739695243	0.0117433332505946
101	-0.0588285132701111	0.0447286368727163
102	-0.0575453986702741	0.0243267854524369
103	-0.0534749550025372	-0.0208205864212970
104	-0.0564440607850234	0.0445099900912807
105	-0.0537583545929061	0.00143620661090475
106	-0.0526498269369807	-0.0376507090202487
107	-0.049643837938326	-0.0760014631552889
108	-0.05489802187992	-0.0243748685666719
109	-0.0546956829736601	-0.0172203601934435
110	-0.0574945676174344	-0.00542759552747999
111	-0.058838828166641	0.00433387948265598
112	-0.0595614534289163	0.0392291906562999
113	-0.058695150483535	0.0288440388952568
114	-0.0586538506566409	0.0140450204732238
