x
1	90
2	91
3	92
4	95
5	96
6	97
7	99
8	100
9	101
10	111
11	112
12	113
13	132
14	133
15	134
16	135
17	136
18	137
19	138
20	139
21	140
22	141
23	142
24	143
25	144
26	145
27	146
28	154
29	155
30	156
31	157
32	158
33	159
34	160
35	168
36	175
37	182
38	183
39	184
40	190
41	191
42	192
43	193
44	194
45	195
46	196
47	197
48	198
49	200
50	201
51	202
52	203
53	204
54	205
55	206
56	208
57	210
58	211
59	212
60	213
61	223
62	228
63	229
64	230
65	231
66	232
67	233
68	234
69	235
70	236
71	237
72	238
73	239
74	240
75	241
76	242
77	243
78	244
79	245
80	246
81	247
82	248
83	249
84	250
85	251
86	252
87	253
88	254
89	255
90	256
91	258
92	260
93	261
94	262
95	263
96	264
97	265
98	266
99	269
100	270
101	271
102	272
103	273
104	274
105	275
106	279
107	280
108	281
109	282
110	283
111	284
112	286
113	287
114	288
115	289
116	290
117	291
118	292
119	293
120	294
121	295
122	296
123	297
124	298
125	300
126	301
127	302
128	304
129	305
130	307
131	308
132	309
133	319
