V1	V2
1	-0.0565664183560358	-0.0463275347806152
2	-0.0563677376863077	-0.0476319147030468
3	-0.0563426036500451	-0.0471304610339839
4	-0.0546227320001487	-0.0739356121701606
5	-0.0555060752501397	-0.0605991617650073
6	-0.0552799789143809	-0.0618819637138382
7	-0.0564990720673826	-0.0413731653372407
8	-0.0561198940131915	-0.0364766582732703
9	-0.0560734148395268	-0.0469102505353221
10	-0.0556236235208432	-0.0648041188986095
11	-0.0561120468694901	-0.0481529861657657
12	-0.055667914819938	-0.0617144262472602
13	-0.0561456117695473	-0.0473014038744901
14	-0.0558338093157421	-0.059527078961368
15	-0.0560818540449245	-0.0451513526643729
16	-0.0563950643437162	-0.0493199330567239
17	-0.0552281376575254	-0.0647583970752772
18	-0.0567678113282134	-0.0377615572300795
19	-0.055264467502388	-0.073453107810247
20	-0.0554778383869625	-0.0682042836009308
21	-0.0561021208093433	-0.0494711823300096
22	-0.0556685955100956	-0.0619691954824663
23	-0.0560138062214588	-0.0585342780118282
24	-0.0554873977405848	-0.0712781734960661
25	-0.0560806205445814	-0.0556168530310706
26	-0.0559218722769067	-0.0598848740516675
27	-0.0552883009439994	-0.0727224387711924
28	-0.055947886457352	-0.0554166541641694
29	-0.0557679743495804	-0.0617130911642789
30	-0.0559455666141642	-0.0551324979615784
31	-0.055818615301543	-0.053828704870348
32	-0.0559757803643449	-0.0555545132178129
33	-0.0560611011402292	-0.0542843148388892
34	-0.0564530499782052	-0.0465809527503496
35	-0.0564710697426329	-0.0454298746007741
36	-0.0565166063422667	-0.045616817589339
37	-0.056283815339217	-0.0534308910755854
38	-0.0567066061609098	-0.041448660700474
39	-0.0565369923682342	-0.0443383141458952
40	-0.055910121516496	-0.0536306363833481
41	-0.0563281115869424	-0.0482312912246492
42	-0.0558512061093689	-0.0422067661725215
43	-0.0569294286057779	-0.0288303719413922
44	-0.0560246914209848	-0.0546101712445253
45	-0.0557677355592437	-0.063315898732069
46	-0.0558000115523713	-0.0557733760405449
47	-0.0557872640921539	-0.0600814638799432
48	-0.0560521079254368	-0.0542497306610303
49	-0.0562011902956463	-0.0507143313899823
50	-0.0558406930524673	-0.0647446839450923
51	-0.0555081127643539	-0.0699316703750184
52	-0.0556443378640023	-0.0663722314389929
53	-0.0554720203147039	-0.0667054510086392
54	-0.0556855447070865	-0.0624544168384569
55	-0.0551085179355508	-0.0698676579683897
56	-0.0562097204477138	-0.0503756632899812
57	-0.0560703685264892	-0.0548112939814556
58	-0.0559364883075646	-0.0561688126275356
59	-0.0556487097169368	-0.0625742499516881
60	-0.0562792998658035	-0.0529458121701926
61	-0.0564167959198323	-0.0458099681406228
62	-0.05594020251823	-0.0635834352255002
63	-0.0561096291258639	-0.0583610297753897
64	-0.0560655765863641	-0.0590530564870564
65	-0.0560130898106309	-0.0608014064457962
66	-0.0559687623301929	-0.0538460684641111
67	-0.0558321588669127	-0.0622369576210952
68	-0.0562865568572388	-0.0549858573455659
69	-0.0562328381672146	-0.0513774446504977
70	-0.0560725464876943	-0.0576717015144232
71	-0.0558409185916369	-0.0544895511548692
72	-0.0559500418705584	-0.0615906424228774
73	-0.0556886216192365	-0.0677620130785645
74	-0.0556210504887537	-0.0671434358944555
75	-0.0557102110024336	-0.0668967422398796
76	-0.0569458727225486	-0.028948411220114
77	-0.0568467052310819	-0.0325241592023039
78	-0.0561197946623724	-0.0571750095807278
79	-0.0558518858661151	-0.0556619187025689
80	-0.0558856434852617	-0.0589142480916032
81	-0.0564372909915557	-0.0491917056730237
82	-0.0560947941324507	-0.0541721816501002
83	-0.05590503068421	-0.0528160331965509
84	-0.056477423535344	-0.0469300665520969
85	-0.0561313600914993	-0.0548354039704238
86	-0.0564439725454557	-0.0490405432151785
87	-0.0559088661878095	-0.0475759756299511
88	-0.056703565979066	-0.0297097659929198
89	-0.0566379853106192	-0.0101766465086216
90	-0.0570786848067145	0.00194919223803744
91	-0.0572133504217315	0.00170561168111662
92	-0.0572036129820366	0.0209888129589908
93	-0.0571259866818482	-0.0216746102332682
94	-0.0570468104186258	-0.023781166240321
95	-0.0559976361818788	0.0582036821374594
96	-0.0561792975459413	0.0533806242259587
97	-0.0564459892217822	0.0377469966677279
98	-0.0566368089359221	-0.0147913719731527
99	-0.0569490555104548	0.0179378245826702
100	-0.056608999801361	0.00516677061061406
101	-0.0566769921002486	0.0243543651575817
102	-0.0566227216785812	-0.00177974847529082
103	-0.056389332307403	-0.0465711814417511
104	-0.05678510456542	-0.0160783551013057
105	-0.0564609507295708	-0.0463171407897812
106	-0.0562960154738704	-0.0500688269497766
107	-0.0558242898419688	-0.0566579625897316
108	-0.0564575216594892	-0.0384079055771588
109	-0.0563464494926289	-0.0340284642400164
110	-0.0568217874253369	-0.0239834565587383
111	-0.0568782215319396	0.000632619407106718
112	-0.0570766182566292	0.0183800116769743
113	-0.0569393356731148	0.00547623113595593
114	-0.0569692731503554	-0.00304946964818806
115	-0.056379039152923	-0.0421003111855952
116	-0.0562616247973596	-0.0542425048911184
117	-0.0562804633067719	-0.053292098792283
118	-0.056169581677426	-0.0500666051463506
119	-0.0560708938442961	-0.0484037846664642
120	-0.0558928583576284	-0.0587253505396741
121	-0.0556611381615745	-0.0447258091987015
122	-0.0569555849994086	-0.00811141787593219
123	-0.0567087105925326	-0.0384150710870295
124	-0.0559506590556302	-0.0574987652008293
