data.HuGene.2_0.v1.091906_4905_Pool1_a.CEL	data.HuGene.2_0.v1.091906_4905_Pool2_a.CEL	data.HuGene.2_0.v1.091906_4905_Pool3_a.CEL	data.HuGene.2_0.v1.091906_4905_Pool4_a.CEL	data.HuGene.2_0.v1.091906_4905_Pool5_a.CEL	data.HuGene.2_0.v1.091906_4905_Pool6_a.CEL	data.HuGene.2_0.v1.091906_4905_Pool7_a.CEL	data.HuGene.2_0.v1.092006_4905_Pool1_b.CEL	data.HuGene.2_0.v1.092006_4905_Pool1_c.CEL	data.HuGene.2_0.v1.092006_4905_Pool2_b.CEL	data.HuGene.2_0.v1.092006_4905_Pool2_c.CEL	data.HuGene.2_0.v1.092006_4905_Pool3_b.CEL	data.HuGene.2_0.v1.092006_4905_Pool3_c.CEL	data.HuGene.2_0.v1.092006_4905_Pool4_b.CEL	data.HuGene.2_0.v1.092006_4905_Pool4_c.CEL	data.HuGene.2_0.v1.092006_4905_Pool5_b.CEL	data.HuGene.2_0.v1.092006_4905_Pool5_c.CEL	data.HuGene.2_0.v1.092006_4905_Pool6_b.CEL	data.HuGene.2_0.v1.092006_4905_Pool6_c.CEL	data.HuGene.2_0.v1.092006_4905_Pool7_b.CEL	data.HuGene.2_0.v1.092006_4905_Pool7_c.CEL
1561	1	0.955938333368515	1.00887988235211	1.06517073719911	1.07136976758913	0.728431807147531	1.29720164087842	1.14977589203414	1.26269182867878	0.865303020707998	0.94521844369859	1.12146159204610	0.984921087257861	0.874686002575307	0.929133331926062	1.05880283424454	0.854748485424187	1.16887256454098	0.735967745340173	0.939856739774414	1.19752109147968
1562	1.15210608655898	0.906559756810753	1.13160777421873	1.24752639844207	0.967345193954705	0.816652169911862	1.07407594320439	1.24738390474296	1.06262301213868	1	0.813119513621507	1.08990758689889	1.27268841080933	0.767883701392579	0.816512644831486	0.906559756810753	0.938932544076567	1.22278889855339	0.875885019459296	0.914334569268265	1.42762359101933
1563	0.985173907696523	0.785767324998716	1.11119413556752	1.13862178364553	1.1964410528954	0.931059604813966	1.35507743846720	1.38621160962108	1.08450748076297	0.768718252874852	1.21645721153023	1	1.14158575673938	0.943661160588498	0.654558587504923	0.752408617315892	0.98813943749893	1.2283177740313	0.816901496152595	0.947367683664367	1.17865098749807
1564	1.24287875513292	1.02263525682588	0.836704848353865	0.891938621136806	0.720066277645703	1	0.519724083279303	1.26174627188243	0.890562639579281	0.934817376269721	0.997255240976875	0.873755493120092	1.18456163100641	1.00994164685541	1.00822707297745	0.66929471940062	1.36568691016497	1.80170736978604	1.17289820618111	0.803429147755925	1.05076723578993
1565	1.43797368421053	1.24436052631579	0.894736842105263	0.906642105263158	1.50626315789474	0.742481578947368	0.680451315789474	1.39911842105263	0.971803947368421	1.10275657894737	0.839598684210526	0.946742105263158	0.986842105263158	0.914786842105263	1.38471052631579	1.30075131578947	1.19298289473684	1.07769473684211	1	0.927944736842105	1.42982894736842
1566	0.966102052411706	1.19083513606505	1.44507237951359	0.908350042382321	1.74890682612438	0.92781031703031	1	1.03264295629546	1.53358090409467	1.16886487883138	1.04331565535724	0.94852558297114	0.906466237174898	0.634652524285795	0.884494661673067	0.974263450619652	1.10357896624047	0.643440099871996	1.40175408762001	0.82423135078984	1.12052794003462
1567	0.989828043068066	1.04771156398924	1.28699667885606	0.73867734044014	1.14458928180898	1	1.3371291685951	1.13005355535325	1.05304166942157	0.837731857043317	0.934853701829427	0.90482099898789	0.609351080007527	0.852023456532685	0.957130287510363	1.02155437673877	0.659722610734466	0.917897049623892	1.10365732711488	1.07023736261501	1.20029091796825
1568	0.951542182297883	1.0873484515359	1	0.886330799673346	1.00449148815880	1.1830705446322	1.96051887681387	1.06012940511339	0.923424838243608	0.77325837050066	0.988636220868145	0.910861235002199	0.827401218669514	0.859111753250832	1.16722155914316	1.45528613606382	0.84206294365224	1.01735033607639	1.04816257302594	1.53574973302343	0.803172309818456
1569	0.88608762960987	1.33548347597161	1.14368929491356	1.17763385184570	0.936689596662395	0.800705829874884	1.33090039227348	0.79362566526871	0.739481429327362	1.33173566802381	1.20720523731015	1.06247075441581	0.703665155007063	0.824447777772919	0.738025163228625	0.72261410697652	0.747812320973293	1.03893871874822	1	1.08183953084617	1.05393432371090
1570	1.06829867613470	0.840719412000303	0.879894134075189	0.912628137820548	1.15927517563135	1.0811855251621	1.22139292711705	0.840979205680822	1.19278314804992	0.953091003561338	1	1.18711098602526	0.856702135720549	1.14690791396499	1.20695814074323	0.850256005022678	1.12164839090289	0.701545772399086	1.13221333391065	0.674483930678386	0.971650014613395
