0.0211706	-0.00502471	-0.0387724	-0.0213314	-0.75666	-0.457236	0.116319	0.986253	-0.119051	0.229288	1.09737
-0.200283	-0.103113	-0.0382065	0.0702272	-0.750496	-0.556652	0.11972	1.38968	0.143519	0.0514186	1.19411
-0.269032	0.0134932	-0.000978819	0.0906372	-0.910409	-0.692027	-0.0246495	1.16957	-0.0283555	0.152158	1.03266
0.115607	-0.0755719	-1.29237	-0.910664	0.00436797	-0.0833394	-0.640849	0.0661823	0.438835	-0.0394023	0.00884388
-0.0118612	0.763961	-1.43879	-0.91093	0.44206	0.0309471	0.571595	0.739349	-0.253581	-0.0192365	-0.0618651
0.923563	-0.0866647	-0.979823	-0.362332	0.26039	0.894804	0.463458	0.0639364	0.0576288	-0.255521	-0.0397689
1.42894	0.950281	-0.426548	0.0604673	0.0512041	-0.112399	0.0283529	-0.169288	0.120623	0.00797115	0.0343606
0.765458	0.818528	0.0193354	-0.138704	-0.25462	0.0877771	-0.504337	0.448187	0.0453944	-0.681919	0.0501204
0.65802	0.362308	-0.513713	0.0918716	-0.494926	0.00287205	-0.394993	0.0751437	-0.725041	-0.939779	-0.0323022
-0.123254	0.106108	0.817434	-1.81035	0.355493	0.0724361	-0.497498	-0.00463453	-0.0967215	-0.0408974	1.10103
0.22356	-1.06558	0.410334	-1.57044	-0.11489	0.291305	0.651313	-0.233602	0.00130038	-0.215466	-0.956602
1.06943	-0.0287594	0.283337	-1.42671	0.00427385	0.801314	-0.142333	-0.11436	-0.862264	0.111905	1.9905
