-0.00257204	-0.00492257	-0.0340321	-0.0560793	-0.0377639	0.0463655	0.112063	0.0208993	0.136866	-0.0144744	-0.206243	
-0.0190629	0.0156995	-0.0140861	-0.0575737	-0.0843991	0.111109	0.183659	0.0739959	0.116892	-0.19906	-0.154597	
-0.02323	0.0132923	0.00993054	-0.123465	-0.0854921	0.082569	-0.16732	0.272804	0.250694	-0.356439	0.0805695	
-0.0176728	-0.00533122	-0.0436072	0.0201864	-0.0789873	0.176199	0.0497004	0.201875	-0.0410088	-0.0830606	-0.0674683	
0.0160238	0.0340699	-0.0280081	-0.0291557	0.0398624	0.0700322	-0.00613357	0.0851703	-0.213042	0.049697	-0.110831	
0.0409188	0.0652514	8.28518e-05	0.125763	-0.0876645	-0.159681	-0.0109568	0.216399	0.120691	-0.139641	-0.179251	
0.0193337	0.0222148	0.00574045	0.0868244	-0.0249846	-0.036447	-0.0199379	-0.0770078	-0.053815	-0.00664679	0.446138	
0.00446677	0.0320337	0.00785538	0.077995	0.0336961	-0.030464	-0.0568362	-0.0404494	-0.134183	0.0286911	0.0541014	
-0.00157647	-0.00760618	-0.0367902	0.00538416	0.187196	-0.0266674	-0.0312409	0.129574	-0.17827	0.334361	-0.192934	
0.0192867	0.0378068	0.00167562	-0.0738444	0.0298647	-0.00604834	0.0567593	-0.178576	-0.0201675	-0.0373928	0.140028	
-0.00384421	-0.0189733	0.1181	-0.0839555	0.065798	0.69248	-0.113914	-0.124153	0.861247	0.0544097	1.07135	
-0.0186686	-0.0322784	0.0325687	0.0109544	-0.0308642	-0.0556787	-0.187049	0.281725	0.074807	-0.0435617	0.0685925	
-0.0552325	-0.0359141	0.00361367	0.0451456	0.0798953	-0.026407	-0.0117109	-0.0672206	-0.343194	0.096314	0.0999989	
-0.0344998	-0.0511408	-0.0195031	-0.0308369	0.0232391	-0.100964	0.0480174	-0.306594	0.193072	0.0245049	0.308363	
0.00789442	-0.0236361	0.0234796	-0.0236616	0.0262676	0.0840889	-0.0200205	0.0612265	0.0816849	-0.0998773	-0.153265	
0.00940409	0.00658717	0.0708507	-0.0765001	-0.0721467	0.23991	-0.0970946	-0.14469	-0.114211	0.260836	0.112544	
-0.0413468	-0.0517108	-0.0782408	-0.0229431	0.0018525	0.23292	0.0871934	-0.0666993	0.196319	-0.00251143	-0.0916573	
-0.00805506	-0.0374398	-0.0589452	-0.0918487	-0.055348	-0.040333	0.321723	0.0900473	0.109896	0.0560543	-0.0734532	
0.0675062	0.0367264	0.0562531	-0.0479585	0.0473274	-0.101071	-0.108209	0.486326	-0.0841245	-0.0405395	0.0735097	
0.029055	0.0408502	0.11549	0.00627636	-0.0588108	0.0104748	-0.0655554	-0.133094	0.496373	-0.00365497	-0.0282133	
-0.0106288	-0.0342882	-0.07784	0.00685761	-0.10751	-0.00731707	0.126771	0.254685	0.901017	-0.200881	0.0865148	
0.0189707	0.00658067	-0.0064192	0.0614604	-0.0527388	0.122648	0.112478	-0.290316	-0.0202602	-0.110771	0.00688084	
0.00770281	0.0301882	-0.0661121	0.0531178	0.0949022	-0.0331603	-0.021561	0.0158453	-0.0749209	0.0534666	-0.0587754	
-0.0289939	-0.029532	-0.00621511	-0.0199349	0.0253701	-0.0897023	0.0493276	0.0346595	0.125305	0.0392509	-0.0949281	
0.00537659	0.0119005	-0.000954593	-0.0513785	0.0966524	0.00898592	-0.0129778	-0.0333881	0.269501	-0.0158149	-0.199305	
-0.032416	-0.0283167	-0.00044769	-0.00818704	0.0398555	-0.0360316	-0.042798	0.079485	-0.271866	0.323212	0.0411544	
-0.00341401	0.0154402	-0.031336	-0.0146417	0.0053733	-0.122043	0.244625	0.0730107	-0.247658	-0.0545527	0.138554	
0.0120519	0.0410683	0.00707424	0.0124628	0.105136	0.0615902	0.0319272	0.044796	-0.158358	-0.062696	-0.191112	
0.00332741	0.0137473	0.00496689	0.0286284	0.0575913	-0.117809	-0.0879462	-0.0246505	0.064287	0.0882852	-0.0459135	
0.021211	0.0213948	0.0889892	0.00309042	0.0236907	-0.0422681	0.022049	0.0498618	-0.0308986	-0.0320281	-0.162794	
0.00358692	0.0154202	-0.0340319	0.176152	-0.0185392	-0.0600487	-0.0840712	-0.0258927	0.29549	-0.241063	0.0830526	
0.0618369	0.0509017	0.0418392	0.0935573	0.168814	-0.0779285	0.0492889	-0.0619897	-0.173444	-0.0688949	-0.0987301	
-0.0388475	-0.0727707	-0.00831864	-0.0385176	-0.0955255	-0.0803614	0.111451	0.0677156	-0.00255883	0.238446	0.0269201	
0.0662604	0.0532744	0.0805954	-0.025817	-0.0906588	-0.0501943	0.0770995	-0.00372658	-0.194233	0.187568	-0.343602	
-0.00964966	-0.0191098	-0.0821576	-0.0251903	-0.0209526	0.0583812	-0.0533376	0.195912	-0.0907492	-0.0086354	0.344801	
-0.0831871	-0.0649043	-0.0585554	-0.103426	-0.0345884	-0.0129873	-0.0147188	0.0185965	0.172493	0.0867456	0.215447	
0.0184194	0.0052323	0.100303	0.0526498	0.0990554	-0.286385	-0.263731	-0.0252807	1.15669	-0.197655	0.265528	
0.0409615	0.0491379	0.0183863	0.00928154	0.0278941	-0.00410641	0.0602823	0.0423872	-0.394328	-0.0376425	-0.137765	
0.0222005	0.000757295	0.0276534	0.0634329	0.0591535	0.00942633	-0.00736301	-0.0165404	-0.190245	-0.154479	0.0942045	
-0.0389401	-0.0605411	-0.0367479	0.0696183	0.0884524	0.233632	-0.0195525	-0.238193	0.235006	-0.0127173	-0.146945	
0.00776535	-0.0140368	0.0306978	0.0545221	-0.0181149	0.108061	-0.0578934	-0.114569	-0.138665	-0.0187493	0.223726	
-0.0474633	-0.0313191	-0.0336432	0.0223945	-0.0410105	0.017356	-0.0622	-0.249096	0.171449	0.188125	0.0495699	
0.0236057	0.0274191	-0.00750997	0.10227	-0.0686972	-0.0133048	0.0348774	0.00397127	-0.21502	-0.109685	0.265327	
-0.0191656	-0.0241942	-0.00279001	-0.0879382	-0.0836074	0.0912451	-0.110955	-0.10757	0.0731021	0.151178	0.274492	
0.0162607	-0.00279535	0.00578735	0.0250531	0.0201608	-0.0964505	-0.0759247	0.0367216	-0.00429484	-0.0626767	0.296557	
-0.012781	-0.0142377	-0.0357884	0.00756036	-0.0372509	0.0999968	0.0460659	0.0520096	-0.0804631	0.00363459	-0.0228174	
0.016767	0.0298979	-0.0294637	0.0221391	-0.0504046	0.0182094	-0.0545458	-0.152485	0.157908	0.249769	-0.0964386	
-0.0322409	-0.036633	-0.0221994	-0.121978	-0.0538099	0.0398442	0.114319	-0.386954	0.413976	0.160669	-0.00843016	
0.0949288	0.109884	0.11382	0.110506	0.267635	-0.101177	-0.0627066	-0.205463	-0.180557	0.0200694	-0.239745	
-0.068133	-0.0844371	-0.0595094	-0.125653	-0.127886	-0.00550028	0.202997	0.222552	0.104557	0.0289181	0.0365062	
