probe_id	x	y	probe_type	probeset_id	probeset_type	block	Test3.CEL
5942	19	47	pm	PA1816_dnaQ_st	Expression	0	5
4764	101	37	pm	PA1816_dnaQ_st	Expression	0	-442
8793	98	69	pm	PA1816_dnaQ_st	Expression	0	-700
9044	97	71	pm	PA1816_dnaQ_st	Expression	0	-300
2513	118	19	pm	PA1816_dnaQ_st	Expression	0	-111
12811	84	101	pm	PA3183_zwf_st	Expression	0	719
14296	57	113	pm	PA3183_zwf_st	Expression	0	102
3411	8	27	pm	PA3183_zwf_st	Expression	0	73
2232	89	17	pm	PA3183_zwf_st	Expression	0	783
13535	52	107	pm	PA3183_zwf_st	Expression	0	-88
9202	3	73	pm	PA3183_zwf_st	Expression	0	994
13270	39	105	pm	PA3183_zwf_st	Expression	0	310
998	115	7	pm	PA3183_zwf_st	Expression	0	552
10819	108	85	pm	PA3183_zwf_st	Expression	0	-454
4023	116	31	pm	PA3183_zwf_st	Expression	0	-2240
4244	85	33	pm	PA3183_zwf_st	Expression	0	23
11482	15	91	pm	PA3183_zwf_st	Expression	0	-16
5280	113	41	pm	PA3640_dnaE_at	Expression	0	-727
3484	81	27	pm	PA3640_dnaE_at	Expression	0	9
5681	10	45	pm	PA3640_dnaE_at	Expression	0	51
13089	110	103	pm	PA3640_dnaE_at	Expression	0	-304
11586	119	91	pm	PA3640_dnaE_at	Expression	0	260
7718	31	61	pm	PA3640_dnaE_at	Expression	0	48
1896	5	15	pm	PA3640_dnaE_at	Expression	0	809
3247	96	25	pm	PA3640_dnaE_at	Expression	0	-60
7706	19	61	pm	PA3640_dnaE_at	Expression	0	1853
3267	116	25	pm	PA3640_dnaE_at	Expression	0	40
7963	24	63	pm	PA3640_dnaE_at	Expression	0	-396
14572	81	115	pm	PA3640_dnaE_at	Expression	0	540
9502	51	75	pm	PA3640_dnaE_st	Expression	0	-1232
3188	37	25	pm	PA3640_dnaE_st	Expression	0	-954
3020	121	23	pm	PA3640_dnaE_st	Expression	0	285
2908	9	23	pm	PA3640_dnaE_st	Expression	0	-80
7248	65	57	pm	PA3640_dnaE_st	Expression	0	-788
3734	79	29	pm	PA3640_dnaE_st	Expression	0	691
6036	113	47	pm	PA3640_dnaE_st	Expression	0	-135
5251	84	41	pm	PA3640_dnaE_st	Expression	0	573
1251	116	9	pm	PA3640_dnaE_st	Expression	0	-376
13324	93	105	pm	PA3640_dnaE_st	Expression	0	-19
13560	77	107	pm	PA3640_dnaE_st	Expression	0	-336
14063	76	111	pm	PA3640_dnaE_st	Expression	0	-432
5690	19	45	pm	PA4407_ftsZ_at	Expression	0	111
2912	13	23	pm	PA4407_ftsZ_at	Expression	0	178
14591	100	115	pm	PA4407_ftsZ_at	Expression	0	-620
9487	36	75	pm	PA4407_ftsZ_at	Expression	0	-248
5185	18	41	pm	PA4407_ftsZ_at	Expression	0	-644
13825	90	109	pm	PA4407_ftsZ_at	Expression	0	-182
14015	28	111	pm	PA4407_ftsZ_at	Expression	0	80
8771	76	69	pm	PA4407_ftsZ_at	Expression	0	-211
12751	24	101	pm	PA4407_ftsZ_at	Expression	0	551
13852	117	109	pm	PA4407_ftsZ_at	Expression	0	-132
10056	101	79	pm	PA4407_ftsZ_at	Expression	0	-39
4169	10	33	pm	PA4407_ftsZ_at	Expression	0	299
11032	69	87	pm	PA4407_ftsZ_st	Expression	0	767
12347	124	97	pm	PA4407_ftsZ_st	Expression	0	-80
4513	102	35	pm	PA4407_ftsZ_st	Expression	0	167
12746	19	101	pm	PA4407_ftsZ_st	Expression	0	101
1489	102	11	pm	PA4407_ftsZ_st	Expression	0	-116
9517	66	75	pm	PA4407_ftsZ_st	Expression	0	2076
1254	119	9	pm	PA4407_ftsZ_st	Expression	0	1226
9805	102	77	pm	PA4407_ftsZ_st	Expression	0	410
9518	67	75	pm	PA4407_ftsZ_st	Expression	0	710
13056	77	103	pm	PA4407_ftsZ_st	Expression	0	391
13002	23	103	pm	PA4407_ftsZ_st	Expression	0	-52
4723	60	37	pm	PA4407_ftsZ_st	Expression	0	655
7781	94	61	pm	Pae_16SrRNA_s_st	Expression	0	311
8525	82	67	pm	Pae_16SrRNA_s_st	Expression	0	696
2726	79	21	pm	Pae_16SrRNA_s_st	Expression	0	106
6270	95	49	pm	Pae_16SrRNA_s_st	Expression	0	-209
12300	77	97	pm	Pae_16SrRNA_s_st	Expression	0	28
11983	12	95	pm	Pae_16SrRNA_s_st	Expression	0	158
15091	96	119	pm	Pae_16SrRNA_s_st	Expression	0	-530
13995	8	111	pm	Pae_16SrRNA_s_st	Expression	0	94
15286	39	121	pm	Pae_16SrRNA_s_st	Expression	0	215
10721	10	85	pm	Pae_16SrRNA_s_st	Expression	0	79
14300	61	113	pm	Pae_16SrRNA_s_st	Expression	0	-84
14829	86	117	pm	Pae_16SrRNA_s_st	Expression	0	548
6775	96	53	pm	Pae_16SrRNA_s_st	Expression	0	-41
4744	81	37	pm	Pae_16SrRNA_s_st	Expression	0	208
713	82	5	pm	Pae_16SrRNA_s_st	Expression	0	-624
13845	110	109	pm	Pae_16SrRNA_s_st	Expression	0	-47
12095	124	95	pm	Pae_23SrRNA_s_at	Expression	0	-345
12531	56	99	pm	Pae_23SrRNA_s_at	Expression	0	417
2900	1	23	pm	Pae_23SrRNA_s_at	Expression	0	68
5252	85	41	pm	Pae_23SrRNA_s_at	Expression	0	105
1197	62	9	pm	Pae_23SrRNA_s_at	Expression	0	369
10797	86	85	pm	Pae_23SrRNA_s_at	Expression	0	-574
13818	83	109	pm	Pae_23SrRNA_s_at	Expression	0	64
1246	111	9	pm	Pae_23SrRNA_s_at	Expression	0	-681
14815	72	117	pm	Pae_23SrRNA_s_at	Expression	0	94
9253	54	73	pm	Pae_23SrRNA_s_at	Expression	0	547
13526	43	107	pm	Pae_23SrRNA_s_at	Expression	0	-418
2196	53	17	pm	Pae_23SrRNA_s_at	Expression	0	-1080
3754	99	29	pm	Pae_23SrRNA_s_at	Expression	0	-422
12295	72	97	pm	Pae_23SrRNA_s_at	Expression	0	-378
13328	97	105	pm	Pae_23SrRNA_s_at	Expression	0	17
919	36	7	pm	Pae_23SrRNA_s_at	Expression	0	-293
718	87	5	pm	Pae_23SrRNA_s_st	Expression	0	-345
8983	36	71	pm	Pae_23SrRNA_s_st	Expression	0	-247
2175	32	17	pm	Pae_23SrRNA_s_st	Expression	0	1617
7753	66	61	pm	Pae_23SrRNA_s_st	Expression	0	-380
5980	57	47	pm	Pae_23SrRNA_s_st	Expression	0	-174
5171	4	41	pm	Pae_23SrRNA_s_st	Expression	0	-394
11836	117	93	pm	Pae_23SrRNA_s_st	Expression	0	323
8499	56	67	pm	Pae_23SrRNA_s_st	Expression	0	-72
9266	67	73	pm	Pae_23SrRNA_s_st	Expression	0	382
1235	100	9	pm	Pae_23SrRNA_s_st	Expression	0	390
8240	49	65	pm	Pae_23SrRNA_s_st	Expression	0	-22
3994	87	31	pm	Pae_23SrRNA_s_st	Expression	0	-266
8234	43	65	pm	Pae_23SrRNA_s_st	Expression	0	-1019
5020	105	39	pm	Pae_23SrRNA_s_st	Expression	0	-193
13542	59	107	pm	Pae_23SrRNA_s_st	Expression	0	156
3740	85	29	pm	Pae_23SrRNA_s_st	Expression	0	-43
